,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,Marawi,7.9986,124.2928,72.12,88,81,1.28,PH,1650839571
278,Soavinandriana,-19.1667,46.7333,57.24,83,100,6.98,MG,1650839572
279,Lumby,50.2498,-118.969,70.56,24,76,4.61,CA,1650839376
280,Trelew,-43.249,-65.3051,56.79,36,68,29.8,AR,1650839572
281,Canchungo,12.0672,-16.0333,80.73,68,32,6.58,GW,1650839572
282,Nanortalik,60.1432,-45.2371,36.72,93,99,1.28,GL,1650839572
283,Pak Chong,14.708,101.4161,75.85,81,10,3.74,TH,1650839573
284,Hasaki,35.7333,140.8333,61.29,78,62,2.73,JP,1650839573
285,Portland,45.5234,-122.6762,72.3,38,20,5.99,US,1650839202
286,Le Port,-20.9373,55.2919,73.4,73,81,5.35,RE,1650839573
287,Luganville,-15.5333,167.1667,80.89,81,100,4.45,VU,1650839574
288,Leshukonskoye,64.8989,45.7622,31.82,93,100,3.85,RU,1650839574
289,The Valley,18.217,-63.0578,80.46,65,20,11.5,AI,1650839574
290,Cehegín,38.0924,-1.7985,55.36,62,85,0.85,ES,1650839575
291,Bongandanga,1.5,21.05,73.94,83,71,2.93,CD,1650839575
292,Fria,10.4167,-13.5833,78.22,80,47,3.8,GN,1650839575
293,San Jerónimo,-11.9472,-75.2829,53.29,72,87,7.4,PE,1650839575
294,Atikokan,48.7555,-91.6216,38.62,98,100,4.63,CA,1650839576
295,Quelimane,-17.8786,36.8883,76.95,88,40,6.91,MZ,1650839576
296,Taoudenni,22.6783,-3.9836,80.76,23,0,12.46,ML,1650839576
297,Agalatovo,60.2195,30.2739,44.11,96,100,10.0,RU,1650839576
298,Hammerfest,70.6634,23.6821,34.25,86,75,8.05,NO,1650839577
299,Port Augusta,-32.5,137.7667,68.47,56,100,11.59,AU,1650839577
300,Maragogi,-9.0122,-35.2225,78.6,82,100,10.58,BR,1650839577
301,Rodolfo Sánchez Taboada,31.7167,-116.5667,71.1,55,0,7.0,MX,1650839578
302,Segovia,41.1667,-4.0,46.44,77,70,4.7,ES,1650839578
303,Wankyi,7.7392,-2.1046,73.89,88,91,6.8,GH,1650839578
304,Cherskiy,68.75,161.3,17.62,86,97,5.75,RU,1650839579
305,Linjiang,41.8069,126.9078,56.97,56,45,2.86,CN,1650839579
306,‘Ewa Beach,21.3156,-158.0072,82.35,52,40,15.01,US,1650839579
307,Lahaina,20.8783,-156.6825,84.2,80,6,10.71,US,1650839333
308,Noumea,-22.2763,166.4572,75.0,99,100,16.78,NC,1650839579
309,Arrondissement d'Ajaccio,42.0,8.9167,53.58,82,100,8.05,FR,1650839580
310,Praia,14.9215,-23.5087,75.74,53,0,11.5,CV,1650839580
311,New Castle,41.0037,-80.347,85.28,34,0,6.91,US,1650839525
312,Kita,13.0349,-9.4895,92.64,11,34,10.98,ML,1650839580
313,Lavrentiya,65.5833,-171.0,26.92,77,53,4.45,RU,1650839581
314,Omsukchan,62.5333,155.8,22.5,90,100,5.5,RU,1650839581
315,La Macarena,2.1837,-73.7849,73.15,96,100,2.51,CO,1650839581
316,Koz'modem'yansk,56.3367,46.5711,47.52,63,100,4.47,RU,1650839582
317,Havelock,34.8791,-76.9013,77.99,74,0,13.8,US,1650839582
318,Itarema,-2.9248,-39.9167,76.57,89,94,7.56,BR,1650839582
319,Cabo San Lucas,22.8909,-109.9124,82.62,60,0,9.22,MX,1650839444
320,Marystown,47.1666,-55.1483,38.86,100,100,1.99,CA,1650839583
321,Nuuk,64.1835,-51.7216,30.81,100,100,8.05,GL,1650839583
322,Russell,32.3502,-85.1999,81.97,47,0,0.0,US,1650839583
323,Pūranpur,28.5167,80.15,75.02,20,1,6.2,IN,1650839584
324,Vila Velha,-20.3297,-40.2925,78.75,86,20,10.36,BR,1650839585
325,Dhemāji,27.4833,94.5833,66.45,89,8,4.21,IN,1650839586
326,Kropotkin,45.4375,40.5756,52.9,73,31,6.73,RU,1650839586
327,Boshnyakovo,49.6333,142.1667,29.88,87,74,14.36,RU,1650839586
328,Geraldton,-28.7667,114.6,64.81,45,84,14.97,AU,1650839587
329,Domoni,-12.2569,44.5319,79.2,88,96,5.84,KM,1650839587
330,Clyde River,70.4692,-68.5914,7.03,85,100,4.61,CA,1650839587
331,Pesochnoye,58.006,39.1772,47.32,92,100,8.03,RU,1650839587
332,North Bend,43.4065,-124.2243,68.23,78,0,10.36,US,1650839415
333,North Platte,41.1239,-100.7654,55.38,41,100,26.46,US,1650839588
334,Coquimbo,-29.9533,-71.3436,58.73,88,75,6.91,CL,1650839588
335,Lata,40.1629,-8.3327,53.08,95,76,1.14,PT,1650839588
336,Umluj,25.0213,37.2685,76.86,50,0,6.64,SA,1650839589
337,Heiligenhafen,54.3667,10.9833,43.05,78,82,19.26,DE,1650839373
338,São José da Coroa Grande,-8.8978,-35.1478,78.87,82,100,10.94,BR,1650839589
339,Ayr,55.4627,-4.6339,47.93,76,40,4.61,GB,1650839590
340,Nador,35.174,-2.9287,59.25,82,0,0.0,MA,1650839590
341,Cabuyaro,4.2817,-72.794,76.69,87,100,6.44,CO,1650839591
342,Pryazha,61.6926,33.6216,27.63,93,29,6.17,RU,1650839591
343,Mandurah,-32.55,115.7,67.91,53,74,16.96,AU,1650839350
344,Emerald,-23.5333,148.1667,66.34,77,100,16.11,AU,1650839592
345,Ponta do Sol,32.6667,-17.1,66.0,87,95,7.99,PT,1650839444
346,Sur,22.5667,59.5289,84.94,41,0,9.37,OM,1650839593
347,Noshiro,40.2039,140.0242,58.21,73,44,4.0,JP,1650839593
348,Sitka,57.0531,-135.33,48.09,71,100,8.05,US,1650839593
349,Zhigalovo,54.8097,105.1578,23.58,80,84,2.33,RU,1650839594
350,Banjar,-8.19,114.9675,76.46,87,24,3.33,ID,1650839595
351,Madimba,-10.4,40.3333,77.34,88,100,2.15,TZ,1650839595
352,Sobolevo,54.4299,31.8996,45.88,86,87,8.32,RU,1650839595
353,Great Bend,38.3645,-98.7648,72.84,27,0,13.8,US,1650839412
354,Malanje,-9.5402,16.341,63.57,85,88,2.39,AO,1650839596
355,Gazojak,41.1875,61.4036,59.95,41,0,8.84,TM,1650839597
356,Seoni Mālwa,22.45,77.4667,84.72,20,0,4.85,IN,1650839597
357,‘Āhuimanu,21.4447,-157.8378,82.11,61,20,14.97,US,1650839597
358,Zhigansk,66.7697,123.3711,10.63,95,82,6.8,RU,1650839598
359,Hofn,64.2539,-15.2082,42.01,91,98,5.41,IS,1650839598
360,Hong Kong,22.2855,114.1577,81.32,87,12,8.99,HK,1650839273
361,Monroe,43.1501,-77.6831,80.28,54,75,6.91,US,1650839475
362,Nsunga,-1.1439,31.3947,60.13,98,97,0.98,TZ,1650839599
363,Flinders,-34.5833,150.8552,62.19,92,99,5.99,AU,1650839349
364,Pangody,65.85,74.4859,7.25,97,98,3.91,RU,1650839600
365,Poção de Pedras,-4.6667,-44.85,73.98,96,49,1.28,BR,1650839600
366,Aykhal,66.0,111.5,12.38,89,61,2.82,RU,1650839601
367,Leningradskiy,69.3833,178.4167,20.7,89,88,1.5,RU,1650839601
368,Boueni,-12.9025,45.0761,80.58,77,50,6.35,YT,1650839602
369,Margate,51.3813,1.3862,48.87,83,7,8.99,GB,1650839436
370,San Ramon,37.7799,-121.978,81.81,37,0,14.97,US,1650839602
371,Ballina,-28.8667,153.5667,71.56,74,75,11.5,AU,1650839603
372,Ürümqi,43.801,87.6005,45.55,87,75,6.71,CN,1650839415
373,Maumere,-8.6199,122.2111,80.58,76,35,4.97,ID,1650839603
374,Peace River,56.2501,-117.286,66.51,22,75,16.11,CA,1650839600
375,Karratha,-20.7377,116.8463,77.59,50,32,3.22,AU,1650839604
376,Erdenet,49.0333,104.0833,23.14,82,100,14.23,MN,1650839604
377,Trairi,-3.2778,-39.2689,76.39,91,94,8.66,BR,1650839605
378,Bonfim,3.0833,-59.95,85.42,58,72,9.48,BR,1650839605
379,Balkanabat,39.5108,54.3671,72.09,26,100,9.73,TM,1650839606
380,Léo,11.1,-2.1,88.72,12,100,3.53,BF,1650839606
381,Saint-Augustin,51.226,-58.6502,37.33,93,100,18.21,CA,1650839607
382,Corinth,37.9407,22.9573,60.42,71,34,4.38,GR,1650839608
383,Isla Mujeres,21.2311,-86.731,82.45,78,4,13.8,MX,1650839608
384,Novy Urengoy,66.0833,76.6333,5.4,98,98,5.41,RU,1650839609
385,Nampa,43.5407,-116.5635,66.65,24,0,5.75,US,1650839609
386,Kabanjahe,3.1001,98.4908,63.43,95,72,2.13,ID,1650839525
387,Yumen,40.2833,97.2,49.21,56,13,10.92,CN,1650839610
388,Morehead,37.2711,-87.1764,80.35,47,100,17.27,US,1650839610
389,Waingapu,-9.6567,120.2641,77.74,79,77,5.41,ID,1650839610
390,Banda Aceh,5.5577,95.3222,80.35,78,78,3.15,ID,1650839611
391,Puerto Escondido,15.85,-97.0667,86.83,70,20,6.91,MX,1650839611
392,Ribas do Rio Pardo,-20.4431,-53.7592,81.66,46,89,3.31,BR,1650839611
393,Revyakino,54.3669,37.6589,46.08,98,100,4.12,RU,1650839612
394,Esperance,-33.8667,121.9,55.24,88,31,10.0,AU,1650839612
395,La Providencia,28.7167,-111.5833,90.21,32,0,15.26,MX,1650839612
396,Dhidhdhoo,6.8833,73.1,83.52,73,64,4.7,MV,1650839613
397,Riyadh,24.6877,46.7219,75.34,45,95,13.27,SA,1650839613
398,Dvinskoy Bereznik,62.8551,42.7072,27.46,95,84,1.48,RU,1650839613
399,San Pedro de Ycuamandiyú,-24.0917,-57.0764,84.02,52,60,8.41,PY,1650839614
400,Oranjestad,12.524,-70.027,82.35,65,20,23.02,AW,1650839614
401,Tura,25.5198,90.2201,72.36,96,53,6.2,IN,1650839614
402,Road Town,18.4167,-64.6167,80.69,69,40,9.22,VG,1650839615
403,San Cristobal,7.7669,-72.225,71.78,93,73,1.97,VE,1650839615
404,Sambava,-14.2667,50.1667,74.91,86,73,8.55,MG,1650839615
405,Mt. Pleasant,32.7941,-79.8626,79.3,63,0,10.36,US,1650839363
406,Treinta y Tres,-33.2333,-54.3833,63.52,46,2,8.97,UY,1650839616
407,Goulburn,-34.75,149.7167,54.25,81,96,7.34,AU,1650839413
408,Smoky Lake,54.1169,-112.4686,59.16,28,49,6.91,CA,1650839425
409,Salinópolis,-0.6136,-47.3561,78.21,87,99,9.55,BR,1650839616
410,Nikolskoye,59.7035,30.7861,44.87,95,100,7.63,RU,1650839617
411,Salalah,17.0151,54.0924,79.61,78,45,5.12,OM,1650839617
412,San Quintín,30.4833,-115.95,71.28,43,0,12.86,MX,1650839617
413,Buchanan,5.8808,-10.0467,74.12,90,95,8.1,LR,1650839618
414,Condega,13.365,-86.3985,80.06,62,74,0.65,NI,1650839618
415,Dindori,22.95,81.0833,77.79,18,68,2.68,IN,1650839618
416,Liverpool,53.4106,-2.9779,48.61,74,0,11.5,GB,1650839620
417,Rawson,-43.3002,-65.1023,56.82,42,70,31.54,AR,1650839540
418,Nāgod,24.5667,80.6,84.74,15,2,2.13,IN,1650839620
419,Bukachacha,52.9833,116.9167,30.11,41,40,4.23,RU,1650839620
420,Kirakira,-10.4544,161.9205,84.6,71,46,5.28,SB,1650839620
421,Chitagá,7.1378,-72.6646,57.65,96,98,3.13,CO,1650839621
422,Huercal Overa,37.389,-1.9454,59.23,61,93,1.39,ES,1650839621
423,Zhalantun,48.0,122.7167,45.63,40,100,5.57,CN,1650839621
424,Pantai Remis,4.4557,100.6288,78.82,89,68,4.7,MY,1650839622
425,Pechora,65.1472,57.2244,25.56,98,72,3.76,RU,1650839622
426,Roald,62.5833,6.1333,46.76,87,30,18.41,NO,1650839622
427,Imeni Babushkina,59.7573,43.1285,28.78,97,33,5.14,RU,1650839623
428,Houma,29.5958,-90.7195,84.0,76,40,14.97,US,1650839623
429,Port Hedland,-20.3167,118.5667,68.05,83,10,6.91,AU,1650839623
430,Portmore,17.9702,-76.8672,78.76,86,75,6.91,JM,1650839390
431,Hualmay,-11.0964,-77.6139,68.77,83,19,10.07,PE,1650839623
432,Cardston,49.2,-113.3019,59.14,28,49,6.91,CA,1650839624
433,Kavaratti,10.5669,72.642,83.43,75,32,3.4,IN,1650839624
434,Oranjemund,-28.55,16.4333,53.71,86,0,14.03,NA,1650839624
435,Chu,43.5983,73.7614,54.18,88,100,13.6,KZ,1650839625
436,Suntar,62.1444,117.6319,27.95,88,100,2.37,RU,1650839625
437,Moïssala,8.3404,17.7663,81.64,56,100,5.28,TD,1650839625
438,Sioux Lookout,50.1001,-91.917,39.27,93,100,2.3,CA,1650839415
439,Muisne,0.6,-80.0333,78.21,80,58,7.49,EC,1650839626
440,Namie,37.4833,141.0,67.71,83,84,1.74,JP,1650839626
441,Norman Wells,65.282,-126.8329,48.24,46,20,13.8,CA,1650839627
442,Eyl,7.9803,49.8164,80.31,74,22,7.94,SO,1650839627
443,São João da Barra,-21.6403,-41.0511,75.07,84,97,12.53,BR,1650839627
444,Auchi,7.0667,6.2667,76.19,83,100,2.82,NG,1650839628
445,Garmsār,35.2182,52.3409,76.91,21,100,3.36,IR,1650839628
446,Byron Bay,-28.65,153.6167,71.49,67,97,11.99,AU,1650839628
447,Te Anau,-45.4167,167.7167,55.53,71,31,1.77,NZ,1650839628
448,Pisco,-13.7,-76.2167,70.02,73,0,6.91,PE,1650839629
449,Quatre Cocos,-20.2078,57.7625,75.31,69,100,16.64,MU,1650839629
450,Bilma,18.6853,12.9164,90.54,11,1,6.89,NE,1650839629
451,High Level,58.5169,-117.136,46.51,53,75,18.41,CA,1650839423
452,Enshi,30.3,109.4833,68.04,96,97,1.48,CN,1650839630
453,Grand-Santi,4.25,-54.3833,74.95,98,90,2.64,GF,1650839630
454,Blyth,55.1271,-1.5086,46.58,84,75,6.91,GB,1650839630
455,Bloemfontein,-29.1211,26.214,54.88,82,63,4.61,ZA,1650839630
456,Belyy Yar,53.6039,91.3903,24.85,81,0,4.47,RU,1650839631
457,Guerrero Negro,27.9769,-114.0611,73.08,41,0,15.77,MX,1650839629
458,Lompoc,34.6391,-120.4579,83.7,63,0,17.0,US,1650839555
459,Coahuayana Viejo,18.7333,-103.6833,83.66,46,52,7.23,MX,1650839631
460,La Tuque,47.4334,-72.7824,48.45,29,100,6.91,CA,1650839625
461,Killybegs,54.6333,-8.45,46.96,78,22,7.05,IE,1650839632
462,Luzhou,28.8724,105.4405,66.2,88,100,4.18,CN,1650839632
463,Gao,16.6362,1.637,83.03,9,0,11.54,ML,1650839632
464,La Paz,-16.5,-68.15,58.98,21,75,5.75,BO,1650839633
465,Sturgeon Falls,46.3646,-79.9326,69.76,91,100,10.51,CA,1650839633
466,St. George's,12.0564,-61.7485,82.08,74,75,13.8,GD,1650839633
467,Omboué,-1.5746,9.2618,77.67,88,100,3.06,GA,1650839633
468,Rusape,-18.5278,32.1284,58.8,88,22,1.3,ZW,1650839634
469,Manokwari,-0.8667,134.0833,80.28,79,59,3.47,ID,1650839634
470,Todos Santos,23.45,-110.2167,67.66,76,0,6.04,MX,1650839634
471,Nelson Bay,-32.7167,152.15,64.0,97,46,3.91,AU,1650839635
472,Amurzet,47.6967,131.0981,49.89,41,100,8.52,RU,1650839635
473,Beloha,-25.1667,45.05,72.32,62,87,6.38,MG,1650839635
474,Vilyuysk,63.7553,121.6247,19.94,91,91,2.66,RU,1650839601
475,Moose Jaw,50.4001,-105.5344,50.25,27,59,19.57,CA,1650839636
476,Nemuro,43.3236,145.575,43.05,74,100,11.56,JP,1650839636
477,Joinville,-26.3044,-48.8456,73.31,83,75,3.44,BR,1650839637
478,Saint-Pierre,-21.3393,55.4781,73.08,78,100,14.97,RE,1650839637
479,Kumul,42.8,93.45,59.58,43,82,16.2,CN,1650839637
480,Chiredzi,-21.05,31.6667,67.03,72,0,3.02,ZW,1650839638
481,Chara,56.9064,118.2631,22.53,59,49,2.51,RU,1650839638
482,Manaure,11.7751,-72.4445,84.65,63,83,18.39,CO,1650839638
483,Salinas,36.6777,-121.6555,81.57,63,0,13.8,US,1650839397
484,Zeya,53.75,127.2667,37.98,34,0,4.38,RU,1650839589
485,Tawang Town,27.5833,91.8667,42.6,81,12,3.47,IN,1650839639
486,Labuhan,-6.8844,112.2051,78.24,87,86,6.64,ID,1650839639
487,Esim,4.8699,-2.2405,78.82,87,100,6.38,GH,1650839639
488,Los Llanos de Aridane,28.6585,-17.9182,62.35,79,20,4.61,ES,1650839639
489,Lüshunkou,38.8,121.2667,50.22,94,100,14.63,CN,1650839401
490,Sistranda,63.7256,8.834,40.96,79,77,13.73,NO,1650839640
491,Masvingo,-20.0637,30.8277,62.38,78,0,3.76,ZW,1650839640
492,São Joaquim,-28.2939,-49.9317,49.32,88,0,3.71,BR,1650839640
493,Andros Town,24.7,-77.7667,78.76,74,91,19.66,BS,1650839641
494,Comodoro Rivadavia,-45.8667,-67.5,49.86,62,20,17.27,AR,1650839641
495,Culiacancito,24.8247,-107.5331,86.0,45,0,12.66,MX,1650839641
496,Garissa,-0.4536,39.6401,80.74,73,100,12.48,KE,1650839642
497,Taltal,-25.4,-70.4833,63.03,84,11,4.05,CL,1650839642
498,Bilibino,68.0546,166.4372,17.91,81,82,3.85,RU,1650839544
499,Jumla,29.2747,82.1838,46.83,36,0,4.83,NP,1650839642
500,Jalu,29.0331,21.5482,71.49,34,27,9.71,LY,1650839643
501,Mitú,1.1983,-70.1733,73.29,99,100,2.91,CO,1650839643
502,Vallenar,-28.5708,-70.7581,63.5,64,0,3.53,CL,1650839643
503,Sélestat,48.2598,7.4565,50.63,100,100,0.0,FR,1650839644
504,Japura,-0.3167,102.35,74.62,98,100,1.12,ID,1650839644
505,Sena Madureira,-9.0656,-68.6569,78.84,84,100,2.04,BR,1650839644
506,Severodvinsk,64.5635,39.8302,24.91,94,33,4.09,RU,1650839645
507,Necoclí,8.4234,-76.786,79.52,82,97,4.34,CO,1650839645
508,Mildura,-34.2,142.15,57.16,77,100,6.91,AU,1650839632
509,Luocheng,29.3848,104.0286,64.83,82,100,3.06,CN,1650839646
510,Praia da Vitória,38.7333,-27.0667,59.25,72,20,18.3,PT,1650839646
511,Walvis Bay,-22.9575,14.5053,56.08,82,0,4.61,NA,1650839646
512,Winona,43.9666,-91.7668,50.07,67,100,13.8,US,1650839646
513,Qaqortoq,60.7167,-46.0333,36.63,90,100,4.21,GL,1650839647
514,Bundaberg,-24.85,152.35,68.22,94,75,9.22,AU,1650839647
515,Miacatlán,18.7667,-99.3667,91.17,29,75,6.91,MX,1650839648
516,Darnah,32.767,22.6367,60.19,80,1,9.69,LY,1650839648
517,Kamaishi,39.2667,141.8833,58.57,70,35,3.38,JP,1650839648
518,Fountain Hills,33.6117,-111.7174,86.36,5,0,8.05,US,1650839507
519,San Vicente,-26.6167,-54.1333,66.69,94,15,3.58,AR,1650839649
520,Simao,22.7886,100.9748,60.28,80,1,1.77,CN,1650839649
521,Lakhdenpokh'ya,61.5198,30.1992,33.28,92,64,8.59,RU,1650839650
522,Eenhana,-17.4667,16.3333,65.52,43,4,3.33,NA,1650839650
523,Moba,33.2288,105.0179,46.67,76,97,5.64,CN,1650839651
524,Gemeente Wageningen,51.9667,5.6667,50.04,82,30,11.5,NL,1650839651
525,Chengde,40.9725,117.9361,57.96,47,100,0.85,CN,1650839652
526,Kutum,14.2,24.6667,77.25,10,9,6.11,SD,1650839652
527,Bathsheba,13.2167,-59.5167,81.21,74,40,18.41,BB,1650839652
528,Renqiu,38.6989,116.0936,63.09,71,100,6.98,CN,1650839653
529,Raton,36.9034,-104.4391,56.01,36,40,12.66,US,1650839653
530,Svetlaya,46.5389,138.3297,45.01,52,0,7.05,RU,1650839653
531,Linqiong,30.4159,103.4609,62.42,73,100,4.34,CN,1650839654
532,Oodweyne,9.4092,45.064,75.61,60,95,7.27,SO,1650839654
533,Tall Kayf,37.0833,41.0667,61.3,44,94,2.53,TR,1650839654
534,Eilat,29.5581,34.9482,78.64,44,64,11.5,IL,1650839655
535,Vavoua,7.3819,-6.4778,79.57,73,85,6.62,CI,1650839655
536,Morro Bay,35.3658,-120.8499,85.71,49,4,10.0,US,1650839656
537,Lubao,14.9167,120.55,82.11,75,93,4.56,PH,1650839656
538,Batemans Bay,-35.7167,150.1833,59.09,69,79,3.29,AU,1650839656
539,Gloversville,43.0528,-74.3438,69.12,50,0,6.91,US,1650839093
540,Marzuq,14.4,46.4667,69.1,58,10,5.48,YE,1650839657
541,San Patricio,28.017,-97.5169,86.09,66,22,19.73,US,1650839657
542,Nang Rong,14.6377,102.7914,79.97,74,6,5.23,TH,1650839657
543,Toora-Khem,52.4675,96.11,15.46,80,20,2.77,RU,1650839658
544,Finschhafen,-6.6024,147.8681,83.79,70,67,5.14,PG,1650839658
545,Tiarei,-17.5333,-149.3333,82.0,70,46,5.77,PF,1650839658
546,Lyskovo,56.0328,45.0422,48.4,84,100,5.75,RU,1650839659
547,Renala Khurd,30.8833,73.6,79.97,23,45,7.63,PK,1650839659
548,Mizunami,35.3667,137.25,62.49,76,59,1.1,JP,1650839660
549,Saint-François,46.4154,3.9054,53.04,87,100,3.44,FR,1650839660
550,Kushiro,42.975,144.3747,50.95,62,0,4.61,JP,1650839660
551,Zhangjiakou,40.81,114.8794,60.94,41,26,0.89,CN,1650839661
552,Micheweni,-4.9667,39.8333,78.69,85,92,5.1,TZ,1650839661
553,Mayo,38.8876,-76.5119,77.18,60,0,18.01,US,1650839661
